Seq_id	Size	Description
12378	623	scaffold_12377
12379	623	scaffold_12378
12380	623	scaffold_12379
12381	623	scaffold_12380
12382	623	scaffold_12381
12383	623	scaffold_12382
12384	623	scaffold_12383
12385	623	scaffold_12384
12386	623	scaffold_12385
12387	623	scaffold_12386
12388	623	scaffold_12387
12389	623	scaffold_12388
12390	623	scaffold_12389
12391	623	scaffold_12390
12392	623	scaffold_12391
12393	623	scaffold_12392
12394	623	scaffold_12393
12395	623	scaffold_12394
12396	623	scaffold_12395
12397	623	scaffold_12396
12398	623	scaffold_12397
12399	623	scaffold_12398
12400	623	scaffold_12399
12401	623	scaffold_12400
12402	622	scaffold_12401
12403	622	scaffold_12402
12404	622	scaffold_12403
12405	622	scaffold_12404
12406	622	scaffold_12405
12407	622	scaffold_12406
12408	622	scaffold_12407
12409	622	scaffold_12408
12410	622	scaffold_12409
12411	622	scaffold_12410
12412	622	scaffold_12411
12413	622	scaffold_12412
12414	622	scaffold_12413
12415	622	scaffold_12414
12416	622	scaffold_12415
12417	622	scaffold_12416
12418	622	scaffold_12417
12419	622	scaffold_12418
12420	622	scaffold_12419
12421	622	scaffold_12420
12422	622	scaffold_12421
12423	622	scaffold_12422
12424	622	scaffold_12423
12425	622	scaffold_12424
12426	622	scaffold_12425
12427	622	scaffold_12426
12428	622	scaffold_12427
12429	622	scaffold_12428
12430	622	scaffold_12429
12431	622	scaffold_12430
12432	622	scaffold_12431
12433	622	scaffold_12432
12434	622	scaffold_12433
12435	622	scaffold_12434
12436	622	scaffold_12435
12437	622	scaffold_12436
12438	622	scaffold_12437
12439	622	scaffold_12438
12440	622	scaffold_12439
12441	622	scaffold_12440
12442	622	scaffold_12441
12443	622	scaffold_12442
12444	622	scaffold_12443
12445	622	scaffold_12444
12446	622	scaffold_12445
12447	622	scaffold_12446
12448	621	scaffold_12447
12449	621	scaffold_12448
12450	621	scaffold_12449
12451	621	scaffold_12450
12452	621	scaffold_12451
12453	621	scaffold_12452
12454	621	scaffold_12453
12455	621	scaffold_12454
12456	621	scaffold_12455
12457	621	scaffold_12456
12458	621	scaffold_12457
12459	621	scaffold_12458
12460	621	scaffold_12459
12461	621	scaffold_12460
12462	621	scaffold_12461
12463	621	scaffold_12462
12464	621	scaffold_12463
12465	621	scaffold_12464
12466	621	scaffold_12465
12467	621	scaffold_12466
12468	621	scaffold_12467
12469	621	scaffold_12468
12470	621	scaffold_12469
12471	621	scaffold_12470
12472	621	scaffold_12471
12473	621	scaffold_12472
12474	621	scaffold_12473
12475	621	scaffold_12474
12476	621	scaffold_12475
12477	621	scaffold_12476
12478	621	scaffold_12477
12479	621	scaffold_12478
12480	621	scaffold_12479
12481	621	scaffold_12480
12482	621	scaffold_12481
12483	621	scaffold_12482
12484	621	scaffold_12483
12485	621	scaffold_12484
12486	621	scaffold_12485
12487	621	scaffold_12486
12488	620	scaffold_12487
12489	620	scaffold_12488
12490	620	scaffold_12489
12491	620	scaffold_12490
12492	620	scaffold_12491
12493	620	scaffold_12492
12494	620	scaffold_12493
12495	620	scaffold_12494
12496	620	scaffold_12495
12497	620	scaffold_12496
12498	620	scaffold_12497
12499	620	scaffold_12498
12500	620	scaffold_12499
12501	620	scaffold_12500
12502	620	scaffold_12501
12503	620	scaffold_12502
12504	620	scaffold_12503
12505	620	scaffold_12504
12506	620	scaffold_12505
12507	620	scaffold_12506
12508	620	scaffold_12507
12509	620	scaffold_12508
12510	620	scaffold_12509
12511	620	scaffold_12510
12512	620	scaffold_12511
12513	620	scaffold_12512
12514	620	scaffold_12513
12515	620	scaffold_12514
12516	620	scaffold_12515
12517	620	scaffold_12516
12518	619	scaffold_12517
12519	619	scaffold_12518
12520	619	scaffold_12519
12521	619	scaffold_12520
12522	619	scaffold_12521
12523	619	scaffold_12522
12524	619	scaffold_12523
12525	619	scaffold_12524
12526	619	scaffold_12525
12527	619	scaffold_12526
12528	619	scaffold_12527
12529	619	scaffold_12528
12530	619	scaffold_12529
12531	619	scaffold_12530
12532	619	scaffold_12531
12533	619	scaffold_12532
12534	619	scaffold_12533
12535	619	scaffold_12534
12536	619	scaffold_12535
12537	619	scaffold_12536
12538	618	scaffold_12537
12539	618	scaffold_12538
12540	618	scaffold_12539
12541	618	scaffold_12540
12542	618	scaffold_12541
12543	618	scaffold_12542
12544	618	scaffold_12543
12545	618	scaffold_12544
12546	618	scaffold_12545
12547	618	scaffold_12546
12548	618	scaffold_12547
12549	618	scaffold_12548
12550	618	scaffold_12549
12551	618	scaffold_12550
12552	618	scaffold_12551
12553	618	scaffold_12552
12554	618	scaffold_12553
12555	618	scaffold_12554
12556	618	scaffold_12555
12557	618	scaffold_12556
12558	618	scaffold_12557
12559	618	scaffold_12558
12560	618	scaffold_12559
12561	618	scaffold_12560
12562	618	scaffold_12561
12563	618	scaffold_12562
12564	618	scaffold_12563
12565	618	scaffold_12564
12566	618	scaffold_12565
12567	618	scaffold_12566
12568	618	scaffold_12567
12569	618	scaffold_12568
12570	617	scaffold_12569
12571	617	scaffold_12570
12572	617	scaffold_12571
12573	617	scaffold_12572
12574	617	scaffold_12573
12575	617	scaffold_12574
12576	617	scaffold_12575
12577	617	scaffold_12576
12578	617	scaffold_12577
12579	617	scaffold_12578
12580	617	scaffold_12579
12581	617	scaffold_12580
12582	617	scaffold_12581
12583	617	scaffold_12582
12584	617	scaffold_12583
12585	617	scaffold_12584
12586	617	scaffold_12585
12587	617	scaffold_12586
12588	617	scaffold_12587
12589	617	scaffold_12588
12590	616	scaffold_12589
12591	616	scaffold_12590
12592	616	scaffold_12591
12593	616	scaffold_12592
12594	616	scaffold_12593
12595	616	scaffold_12594
12596	616	scaffold_12595
12597	616	scaffold_12596
12598	616	scaffold_12597
12599	616	scaffold_12598
12600	616	scaffold_12599
12601	616	scaffold_12600
12602	616	scaffold_12601
12603	616	scaffold_12602
12604	616	scaffold_12603
12605	616	scaffold_12604
12606	616	scaffold_12605
12607	616	scaffold_12606
12608	616	scaffold_12607
12609	616	scaffold_12608
12610	616	scaffold_12609
12611	616	scaffold_12610
12612	616	scaffold_12611
12613	616	scaffold_12612
12614	616	scaffold_12613
12615	616	scaffold_12614
12616	616	scaffold_12615
12617	616	scaffold_12616
12618	616	scaffold_12617
12619	616	scaffold_12618
12620	616	scaffold_12619
12621	616	scaffold_12620
12622	616	scaffold_12621
12623	616	scaffold_12622
12624	616	scaffold_12623
12625	616	scaffold_12624
12626	616	scaffold_12625
12627	616	scaffold_12626
12628	616	scaffold_12627
12629	616	scaffold_12628
12630	615	scaffold_12629
12631	615	scaffold_12630
12632	615	scaffold_12631
12633	615	scaffold_12632
12634	615	scaffold_12633
12635	615	scaffold_12634
12636	615	scaffold_12635
12637	615	scaffold_12636
12638	615	scaffold_12637
12639	615	scaffold_12638
12640	615	scaffold_12639
12641	615	scaffold_12640
12642	615	scaffold_12641
12643	615	scaffold_12642
12644	615	scaffold_12643
12645	615	scaffold_12644
12646	615	scaffold_12645
12647	615	scaffold_12646
12648	615	scaffold_12647
12649	615	scaffold_12648
12650	615	scaffold_12649
12651	615	scaffold_12650
12652	615	scaffold_12651
12653	615	scaffold_12652
12654	615	scaffold_12653
12655	615	scaffold_12654
12656	615	scaffold_12655
12657	615	scaffold_12656
12658	614	scaffold_12657
12659	614	scaffold_12658
12660	614	scaffold_12659
12661	614	scaffold_12660
12662	614	scaffold_12661
12663	614	scaffold_12662
12664	614	scaffold_12663
12665	614	scaffold_12664
12666	614	scaffold_12665
12667	614	scaffold_12666
12668	614	scaffold_12667
12669	614	scaffold_12668
12670	614	scaffold_12669
12671	614	scaffold_12670
12672	614	scaffold_12671
12673	614	scaffold_12672
12674	614	scaffold_12673
12675	614	scaffold_12674
12676	614	scaffold_12675
12677	614	scaffold_12676
12678	614	scaffold_12677
12679	614	scaffold_12678
12680	614	scaffold_12679
12681	614	scaffold_12680
12682	614	scaffold_12681
12683	614	scaffold_12682
12684	614	scaffold_12683
12685	614	scaffold_12684
12686	614	scaffold_12685
12687	614	scaffold_12686
12688	614	scaffold_12687
12689	614	scaffold_12688
12690	614	scaffold_12689
12691	614	scaffold_12690
12692	614	scaffold_12691
12693	613	scaffold_12692
12694	613	scaffold_12693
12695	613	scaffold_12694
12696	613	scaffold_12695
12697	613	scaffold_12696
12698	613	scaffold_12697
12699	613	scaffold_12698
12700	613	scaffold_12699
12701	613	scaffold_12700
12702	613	scaffold_12701
12703	613	scaffold_12702
12704	613	scaffold_12703
12705	613	scaffold_12704
12706	613	scaffold_12705
12707	613	scaffold_12706
12708	613	scaffold_12707
12709	613	scaffold_12708
12710	613	scaffold_12709
12711	613	scaffold_12710
12712	613	scaffold_12711
12713	613	scaffold_12712
12714	613	scaffold_12713
12715	613	scaffold_12714
12716	613	scaffold_12715
12717	612	scaffold_12716
12718	612	scaffold_12717
12719	612	scaffold_12718
12720	612	scaffold_12719
12721	612	scaffold_12720
12722	612	scaffold_12721
12723	612	scaffold_12722
12724	612	scaffold_12723
12725	612	scaffold_12724
12726	612	scaffold_12725
12727	612	scaffold_12726
12728	612	scaffold_12727
12729	612	scaffold_12728
12730	612	scaffold_12729
12731	612	scaffold_12730
12732	612	scaffold_12731
12733	612	scaffold_12732
12734	612	scaffold_12733
12735	612	scaffold_12734
12736	612	scaffold_12735
12737	612	scaffold_12736
12738	612	scaffold_12737
12739	612	scaffold_12738
12740	612	scaffold_12739
12741	612	scaffold_12740
12742	612	scaffold_12741
12743	611	scaffold_12742
12744	611	scaffold_12743
12745	611	scaffold_12744
12746	611	scaffold_12745
12747	611	scaffold_12746
12748	611	scaffold_12747
12749	611	scaffold_12748
12750	611	scaffold_12749
12751	611	scaffold_12750
12752	611	scaffold_12751
12753	611	scaffold_12752
12754	611	scaffold_12753
12755	611	scaffold_12754
12756	611	scaffold_12755
12757	611	scaffold_12756
12758	611	scaffold_12757
12759	611	scaffold_12758
12760	611	scaffold_12759
12761	611	scaffold_12760
12762	611	scaffold_12761
12763	611	scaffold_12762
12764	611	scaffold_12763
12765	611	scaffold_12764
12766	611	scaffold_12765
12767	611	scaffold_12766
12768	611	scaffold_12767
12769	611	scaffold_12768
12770	611	scaffold_12769
12771	611	scaffold_12770
12772	611	scaffold_12771
12773	610	scaffold_12772
12774	610	scaffold_12773
12775	610	scaffold_12774
12776	610	scaffold_12775
12777	610	scaffold_12776
12778	610	scaffold_12777
12779	610	scaffold_12778
12780	610	scaffold_12779
12781	610	scaffold_12780
12782	610	scaffold_12781
12783	610	scaffold_12782
12784	610	scaffold_12783
12785	610	scaffold_12784
12786	610	scaffold_12785
12787	610	scaffold_12786
12788	610	scaffold_12787
12789	610	scaffold_12788
12790	610	scaffold_12789
12791	610	scaffold_12790
12792	610	scaffold_12791
12793	610	scaffold_12792
12794	610	scaffold_12793
12795	610	scaffold_12794
12796	610	scaffold_12795
12797	610	scaffold_12796
12798	610	scaffold_12797
12799	610	scaffold_12798
12800	609	scaffold_12799
12801	609	scaffold_12800
12802	609	scaffold_12801
12803	609	scaffold_12802
12804	609	scaffold_12803
12805	609	scaffold_12804
12806	609	scaffold_12805
12807	609	scaffold_12806
12808	609	scaffold_12807
12809	609	scaffold_12808
12810	609	scaffold_12809
12811	609	scaffold_12810
12812	609	scaffold_12811
12813	609	scaffold_12812
12814	609	scaffold_12813
12815	609	scaffold_12814
12816	609	scaffold_12815
12817	609	scaffold_12816
12818	609	scaffold_12817
12819	609	scaffold_12818
12820	609	scaffold_12819
12821	609	scaffold_12820
12822	609	scaffold_12821
12823	609	scaffold_12822
12824	609	scaffold_12823
12825	609	scaffold_12824
12826	609	scaffold_12825
12827	609	scaffold_12826
12828	609	scaffold_12827
12829	609	scaffold_12828
12830	609	scaffold_12829
12831	609	scaffold_12830
12832	609	scaffold_12831
12833	608	scaffold_12832
12834	608	scaffold_12833
12835	608	scaffold_12834
12836	608	scaffold_12835
12837	608	scaffold_12836
12838	608	scaffold_12837
12839	608	scaffold_12838
12840	608	scaffold_12839
12841	608	scaffold_12840
12842	608	scaffold_12841
12843	608	scaffold_12842
12844	608	scaffold_12843
12845	608	scaffold_12844
12846	608	scaffold_12845
12847	608	scaffold_12846
12848	608	scaffold_12847
12849	608	scaffold_12848
12850	608	scaffold_12849
12851	608	scaffold_12850
12852	608	scaffold_12851
12853	608	scaffold_12852
12854	608	scaffold_12853
12855	608	scaffold_12854
12856	608	scaffold_12855
12857	608	scaffold_12856
12858	608	scaffold_12857
12859	608	scaffold_12858
12860	608	scaffold_12859
12861	608	scaffold_12860
12862	608	scaffold_12861
12863	608	scaffold_12862
12864	608	scaffold_12863
12865	608	scaffold_12864
12866	607	scaffold_12865
12867	607	scaffold_12866
12868	607	scaffold_12867
12869	607	scaffold_12868
12870	607	scaffold_12869
12871	607	scaffold_12870
12872	607	scaffold_12871
12873	607	scaffold_12872
12874	607	scaffold_12873
12875	607	scaffold_12874
12876	607	scaffold_12875
12877	607	scaffold_12876
12878	607	scaffold_12877
12879	607	scaffold_12878
12880	607	scaffold_12879
12881	607	scaffold_12880
12882	607	scaffold_12881
12883	607	scaffold_12882
12884	607	scaffold_12883
12885	607	scaffold_12884
12886	607	scaffold_12885
12887	607	scaffold_12886
12888	607	scaffold_12887
12889	607	scaffold_12888
12890	607	scaffold_12889
12891	606	scaffold_12890
12892	606	scaffold_12891
12893	606	scaffold_12892
12894	606	scaffold_12893
12895	606	scaffold_12894
12896	606	scaffold_12895
12897	606	scaffold_12896
12898	606	scaffold_12897
12899	606	scaffold_12898
12900	606	scaffold_12899
12901	606	scaffold_12900
12902	606	scaffold_12901
12903	606	scaffold_12902
12904	606	scaffold_12903
12905	606	scaffold_12904
12906	606	scaffold_12905
12907	606	scaffold_12906
12908	606	scaffold_12907
12909	606	scaffold_12908
12910	606	scaffold_12909
12911	606	scaffold_12910
12912	606	scaffold_12911
12913	606	scaffold_12912
12914	606	scaffold_12913
12915	606	scaffold_12914
12916	606	scaffold_12915
12917	606	scaffold_12916
12918	606	scaffold_12917
12919	606	scaffold_12918
12920	606	scaffold_12919
12921	606	scaffold_12920
12922	605	scaffold_12921
12923	605	scaffold_12922
12924	605	scaffold_12923
12925	605	scaffold_12924
12926	605	scaffold_12925
12927	605	scaffold_12926
12928	605	scaffold_12927
12929	605	scaffold_12928
12930	605	scaffold_12929
12931	605	scaffold_12930
12932	605	scaffold_12931
12933	605	scaffold_12932
12934	605	scaffold_12933
12935	605	scaffold_12934
12936	605	scaffold_12935
12937	605	scaffold_12936
12938	605	scaffold_12937
12939	605	scaffold_12938
12940	605	scaffold_12939
12941	605	scaffold_12940
12942	605	scaffold_12941
12943	605	scaffold_12942
12944	605	scaffold_12943
12945	605	scaffold_12944
12946	605	scaffold_12945
12947	605	scaffold_12946
12948	604	scaffold_12947
12949	604	scaffold_12948
12950	604	scaffold_12949
12951	604	scaffold_12950
12952	604	scaffold_12951
12953	604	scaffold_12952
12954	604	scaffold_12953
12955	604	scaffold_12954
12956	604	scaffold_12955
12957	604	scaffold_12956
12958	604	scaffold_12957
12959	604	scaffold_12958
12960	604	scaffold_12959
12961	604	scaffold_12960
12962	604	scaffold_12961
12963	604	scaffold_12962
12964	604	scaffold_12963
12965	604	scaffold_12964
12966	604	scaffold_12965
12967	604	scaffold_12966
12968	603	scaffold_12967
12969	603	scaffold_12968
12970	603	scaffold_12969
12971	603	scaffold_12970
12972	603	scaffold_12971
12973	603	scaffold_12972
12974	603	scaffold_12973
12975	603	scaffold_12974
12976	603	scaffold_12975
12977	603	scaffold_12976
12978	603	scaffold_12977
12979	603	scaffold_12978
12980	603	scaffold_12979
12981	603	scaffold_12980
12982	603	scaffold_12981
12983	603	scaffold_12982
12984	603	scaffold_12983
12985	603	scaffold_12984
12986	603	scaffold_12985
12987	603	scaffold_12986
12988	603	scaffold_12987
12989	603	scaffold_12988
12990	603	scaffold_12989
12991	603	scaffold_12990
12992	603	scaffold_12991
12993	603	scaffold_12992
12994	603	scaffold_12993
12995	603	scaffold_12994
12996	603	scaffold_12995
12997	603	scaffold_12996
12998	603	scaffold_12997
12999	603	scaffold_12998
13000	603	scaffold_12999
13001	603	scaffold_13000
13002	603	scaffold_13001
13003	603	scaffold_13002
13004	603	scaffold_13003
13005	603	scaffold_13004
13006	602	scaffold_13005
13007	602	scaffold_13006
13008	602	scaffold_13007
13009	602	scaffold_13008
13010	602	scaffold_13009
13011	602	scaffold_13010
13012	602	scaffold_13011
13013	602	scaffold_13012
13014	602	scaffold_13013
13015	602	scaffold_13014
13016	602	scaffold_13015
13017	602	scaffold_13016
13018	602	scaffold_13017
13019	602	scaffold_13018
13020	602	scaffold_13019
13021	602	scaffold_13020
13022	602	scaffold_13021
13023	602	scaffold_13022
13024	602	scaffold_13023
13025	601	scaffold_13024
13026	601	scaffold_13025
13027	601	scaffold_13026
13028	601	scaffold_13027
13029	601	scaffold_13028
13030	601	scaffold_13029
13031	601	scaffold_13030
13032	601	scaffold_13031
13033	601	scaffold_13032
13034	601	scaffold_13033
13035	601	scaffold_13034
13036	601	scaffold_13035
13037	601	scaffold_13036
13038	601	scaffold_13037
13039	601	scaffold_13038
13040	601	scaffold_13039
13041	601	scaffold_13040
13042	601	scaffold_13041
13043	601	scaffold_13042
13044	601	scaffold_13043
13045	601	scaffold_13044
13046	601	scaffold_13045
13047	601	scaffold_13046
13048	601	scaffold_13047
13049	601	scaffold_13048
13050	601	scaffold_13049
13051	601	scaffold_13050
13052	601	scaffold_13051
13053	601	scaffold_13052
13054	600	scaffold_13053
13055	600	scaffold_13054
13056	600	scaffold_13055
13057	600	scaffold_13056
13058	600	scaffold_13057
13059	600	scaffold_13058
13060	600	scaffold_13059
13061	600	scaffold_13060
13062	600	scaffold_13061
13063	600	scaffold_13062
13064	600	scaffold_13063
13065	600	scaffold_13064
13066	600	scaffold_13065
13067	600	scaffold_13066
13068	600	scaffold_13067
13069	600	scaffold_13068
13070	600	scaffold_13069
13071	600	scaffold_13070
13072	600	scaffold_13071
13073	600	scaffold_13072
13074	600	scaffold_13073
13075	600	scaffold_13074
13076	600	scaffold_13075
13077	600	scaffold_13076
13078	600	scaffold_13077
13079	600	scaffold_13078
13080	600	scaffold_13079
13081	600	scaffold_13080
13082	600	scaffold_13081
13083	600	scaffold_13082
13084	600	scaffold_13083
13085	600	scaffold_13084
13086	600	scaffold_13085
13087	600	scaffold_13086
13088	600	scaffold_13087
13089	600	scaffold_13088
13090	600	scaffold_13089
13091	600	scaffold_13090
13092	600	scaffold_13091
13093	599	scaffold_13092
13094	599	scaffold_13093
13095	599	scaffold_13094
13096	599	scaffold_13095
13097	599	scaffold_13096
13098	599	scaffold_13097
13099	599	scaffold_13098
13100	599	scaffold_13099
13101	599	scaffold_13100
13102	599	scaffold_13101
13103	599	scaffold_13102
13104	599	scaffold_13103
13105	599	scaffold_13104
13106	599	scaffold_13105
13107	599	scaffold_13106
13108	599	scaffold_13107
13109	599	scaffold_13108
13110	599	scaffold_13109
13111	599	scaffold_13110
13112	599	scaffold_13111
13113	599	scaffold_13112
13114	599	scaffold_13113
13115	599	scaffold_13114
13116	599	scaffold_13115
13117	599	scaffold_13116
13118	599	scaffold_13117
13119	599	scaffold_13118
13120	599	scaffold_13119
13121	599	scaffold_13120
13122	599	scaffold_13121
13123	599	scaffold_13122
13124	599	scaffold_13123
13125	599	scaffold_13124
13126	599	scaffold_13125
13127	599	scaffold_13126
13128	598	scaffold_13127
13129	598	scaffold_13128
13130	598	scaffold_13129
13131	598	scaffold_13130
13132	598	scaffold_13131
13133	598	scaffold_13132
13134	598	scaffold_13133
13135	598	scaffold_13134
13136	598	scaffold_13135
13137	598	scaffold_13136
13138	598	scaffold_13137
13139	598	scaffold_13138
13140	598	scaffold_13139
13141	598	scaffold_13140
13142	598	scaffold_13141
13143	598	scaffold_13142
13144	598	scaffold_13143
13145	598	scaffold_13144
13146	598	scaffold_13145
13147	598	scaffold_13146
13148	598	scaffold_13147
13149	598	scaffold_13148
13150	598	scaffold_13149
13151	598	scaffold_13150
13152	598	scaffold_13151
13153	598	scaffold_13152
13154	598	scaffold_13153
13155	598	scaffold_13154
13156	598	scaffold_13155
13157	598	scaffold_13156
13158	598	scaffold_13157
13159	597	scaffold_13158
13160	597	scaffold_13159
13161	597	scaffold_13160
13162	597	scaffold_13161
13163	597	scaffold_13162
13164	597	scaffold_13163
13165	597	scaffold_13164
13166	597	scaffold_13165
13167	597	scaffold_13166
13168	597	scaffold_13167
13169	597	scaffold_13168
13170	597	scaffold_13169
13171	597	scaffold_13170
13172	597	scaffold_13171
13173	597	scaffold_13172
13174	597	scaffold_13173
13175	597	scaffold_13174
13176	597	scaffold_13175
13177	597	scaffold_13176
13178	597	scaffold_13177
13179	597	scaffold_13178
13180	597	scaffold_13179
13181	597	scaffold_13180
13182	596	scaffold_13181
13183	596	scaffold_13182
13184	596	scaffold_13183
13185	596	scaffold_13184
13186	596	scaffold_13185
13187	596	scaffold_13186
13188	596	scaffold_13187
13189	596	scaffold_13188
13190	596	scaffold_13189
13191	596	scaffold_13190
13192	596	scaffold_13191
13193	596	scaffold_13192
13194	596	scaffold_13193
13195	596	scaffold_13194
13196	596	scaffold_13195
13197	596	scaffold_13196
13198	596	scaffold_13197
13199	596	scaffold_13198
13200	596	scaffold_13199
13201	596	scaffold_13200
13202	596	scaffold_13201
13203	596	scaffold_13202
13204	596	scaffold_13203
13205	596	scaffold_13204
13206	595	scaffold_13205
13207	595	scaffold_13206
13208	595	scaffold_13207
13209	595	scaffold_13208
13210	595	scaffold_13209
13211	595	scaffold_13210
13212	595	scaffold_13211
13213	595	scaffold_13212
13214	595	scaffold_13213
13215	595	scaffold_13214
13216	595	scaffold_13215
13217	595	scaffold_13216
13218	595	scaffold_13217
13219	595	scaffold_13218
13220	595	scaffold_13219
13221	595	scaffold_13220
13222	595	scaffold_13221
13223	595	scaffold_13222
13224	595	scaffold_13223
13225	595	scaffold_13224
13226	595	scaffold_13225
13227	595	scaffold_13226
13228	595	scaffold_13227
13229	595	scaffold_13228
13230	595	scaffold_13229
13231	595	scaffold_13230
13232	595	scaffold_13231
13233	595	scaffold_13232
13234	595	scaffold_13233
13235	595	scaffold_13234
13236	595	scaffold_13235
13237	595	scaffold_13236
13238	594	scaffold_13237
13239	594	scaffold_13238
13240	594	scaffold_13239
13241	594	scaffold_13240
13242	594	scaffold_13241
13243	594	scaffold_13242
13244	594	scaffold_13243
13245	594	scaffold_13244
13246	594	scaffold_13245
13247	594	scaffold_13246
13248	594	scaffold_13247
13249	594	scaffold_13248
13250	594	scaffold_13249
13251	594	scaffold_13250
13252	594	scaffold_13251
13253	594	scaffold_13252
13254	594	scaffold_13253
13255	594	scaffold_13254
13256	594	scaffold_13255
13257	594	scaffold_13256
13258	594	scaffold_13257
13259	594	scaffold_13258
13260	594	scaffold_13259
13261	594	scaffold_13260
13262	594	scaffold_13261
13263	594	scaffold_13262
13264	594	scaffold_13263
13265	593	scaffold_13264
13266	593	scaffold_13265
13267	593	scaffold_13266
13268	593	scaffold_13267
13269	593	scaffold_13268
13270	593	scaffold_13269
13271	593	scaffold_13270
13272	593	scaffold_13271
13273	593	scaffold_13272
13274	593	scaffold_13273
13275	593	scaffold_13274
13276	593	scaffold_13275
13277	593	scaffold_13276
13278	593	scaffold_13277
13279	593	scaffold_13278
13280	593	scaffold_13279
13281	593	scaffold_13280
13282	593	scaffold_13281
13283	593	scaffold_13282
13284	593	scaffold_13283
13285	593	scaffold_13284
13286	593	scaffold_13285
13287	593	scaffold_13286
13288	593	scaffold_13287
13289	592	scaffold_13288
13290	592	scaffold_13289
13291	592	scaffold_13290
13292	592	scaffold_13291
13293	592	scaffold_13292
13294	592	scaffold_13293
13295	592	scaffold_13294
13296	592	scaffold_13295
13297	592	scaffold_13296
13298	592	scaffold_13297
13299	592	scaffold_13298
13300	592	scaffold_13299
13301	592	scaffold_13300
13302	592	scaffold_13301
13303	592	scaffold_13302
13304	592	scaffold_13303
13305	592	scaffold_13304
13306	592	scaffold_13305
13307	592	scaffold_13306
13308	592	scaffold_13307
13309	592	scaffold_13308
13310	592	scaffold_13309
13311	592	scaffold_13310
13312	592	scaffold_13311
13313	592	scaffold_13312
13314	592	scaffold_13313
13315	592	scaffold_13314
13316	592	scaffold_13315
13317	592	scaffold_13316
13318	592	scaffold_13317
13319	592	scaffold_13318
13320	592	scaffold_13319
13321	592	scaffold_13320
13322	591	scaffold_13321
13323	591	scaffold_13322
13324	591	scaffold_13323
13325	591	scaffold_13324
13326	591	scaffold_13325
13327	591	scaffold_13326
13328	591	scaffold_13327
13329	591	scaffold_13328
13330	591	scaffold_13329
13331	591	scaffold_13330
13332	591	scaffold_13331
13333	591	scaffold_13332
13334	591	scaffold_13333
13335	591	scaffold_13334
13336	591	scaffold_13335
13337	591	scaffold_13336
13338	591	scaffold_13337
13339	591	scaffold_13338
13340	591	scaffold_13339
13341	591	scaffold_13340
13342	591	scaffold_13341
13343	590	scaffold_13342
13344	590	scaffold_13343
13345	590	scaffold_13344
13346	590	scaffold_13345
13347	590	scaffold_13346
13348	590	scaffold_13347
13349	590	scaffold_13348
13350	590	scaffold_13349
13351	590	scaffold_13350
13352	590	scaffold_13351
13353	590	scaffold_13352
13354	590	scaffold_13353
13355	590	scaffold_13354
13356	590	scaffold_13355
13357	590	scaffold_13356
13358	590	scaffold_13357
13359	590	scaffold_13358
13360	590	scaffold_13359
13361	590	scaffold_13360
13362	590	scaffold_13361
13363	590	scaffold_13362
13364	590	scaffold_13363
13365	590	scaffold_13364
13366	590	scaffold_13365
13367	590	scaffold_13366
13368	590	scaffold_13367
13369	590	scaffold_13368
13370	590	scaffold_13369
13371	590	scaffold_13370
13372	590	scaffold_13371
13373	590	scaffold_13372
13374	589	scaffold_13373
13375	589	scaffold_13374
13376	589	scaffold_13375
13377	589	scaffold_13376
13378	589	scaffold_13377
13379	589	scaffold_13378
13380	589	scaffold_13379
13381	589	scaffold_13380
13382	589	scaffold_13381
13383	589	scaffold_13382
13384	589	scaffold_13383
13385	589	scaffold_13384
13386	589	scaffold_13385
13387	589	scaffold_13386
13388	589	scaffold_13387
13389	589	scaffold_13388
13390	589	scaffold_13389
13391	589	scaffold_13390
13392	589	scaffold_13391
13393	589	scaffold_13392
13394	589	scaffold_13393
13395	589	scaffold_13394
13396	589	scaffold_13395
13397	589	scaffold_13396
13398	589	scaffold_13397
13399	588	scaffold_13398
13400	588	scaffold_13399
13401	588	scaffold_13400
13402	588	scaffold_13401
13403	588	scaffold_13402
13404	588	scaffold_13403
13405	588	scaffold_13404
13406	588	scaffold_13405
13407	588	scaffold_13406
13408	588	scaffold_13407
13409	588	scaffold_13408
13410	588	scaffold_13409
13411	588	scaffold_13410
13412	588	scaffold_13411
13413	588	scaffold_13412
13414	588	scaffold_13413
13415	588	scaffold_13414
13416	588	scaffold_13415
13417	588	scaffold_13416
13418	588	scaffold_13417
13419	588	scaffold_13418
13420	588	scaffold_13419
13421	588	scaffold_13420
13422	588	scaffold_13421
13423	588	scaffold_13422
13424	588	scaffold_13423
13425	588	scaffold_13424
13426	587	scaffold_13425
13427	587	scaffold_13426
13428	587	scaffold_13427
13429	587	scaffold_13428
13430	587	scaffold_13429
13431	587	scaffold_13430
13432	587	scaffold_13431
13433	587	scaffold_13432
13434	587	scaffold_13433
13435	587	scaffold_13434
13436	587	scaffold_13435
13437	587	scaffold_13436
13438	587	scaffold_13437
13439	587	scaffold_13438
13440	587	scaffold_13439
13441	587	scaffold_13440
13442	587	scaffold_13441
13443	586	scaffold_13442
13444	586	scaffold_13443
13445	586	scaffold_13444
13446	586	scaffold_13445
13447	586	scaffold_13446
13448	586	scaffold_13447
13449	586	scaffold_13448
13450	586	scaffold_13449
13451	586	scaffold_13450
13452	586	scaffold_13451
13453	586	scaffold_13452
